hotelName,hotelAddress,Street,City,hotelDescription,pricePerNight,scoreGeneral,scoreValueForMoney,scoreLocation,scoreClean,distanceTlv
snowflake.golan,"מגדל שמס 1103, Majdal Shams",מגדל שמס 1103,Majdal Shams,"Located in Majdal Shams in the North District Israel region and The Banias Waterfall reachable within 17 km, snowflake.golan provides accommodation with free WiFi, BBQ facilities, a garden and free private parking.Each unit is equipped with …Read more",950.0,9.8,9.7,9.6,9.9,161.5
Ink Hotel,"14 Brenner Street, Tel Aviv",14 Brenner Street,Tel Aviv,"Ink Hotel has a restaurant, fitness centre, a bar and garden in Tel Aviv. This 4-star hotel offers a concierge service and ticket service. The accommodation features a 24-hour front desk, airport transfers, room service and free WiFi throughout …Read more",1097.0,9.4,8.9,9.4,9.6,0.0
בוןבון,"מוריה 2 פינת המשחררים דירה 10 קומה 3 אחרונה, Beer Sheva",מוריה 2 פינת המשחררים דירה 10 קומה 3 אחרונה,Beer Sheva,"בוןבון is located in Beer Sheva. The accommodation is 3.9 km from the Ben Gurion University and features free WiFi throughout the property.The air-conditioned apartment is composed of 1 separate bedroom, a living room, a fully equipped kitchen, …Read more",233.0,8.3,7.5,9.2,7.9,
Kabore place,"הרצליה 11, Haifa",הרצליה 11,Haifa,"Situated in Haifa, 1 km from Haifa’s Municipal Theater and 26 km from The Bahá’í Gardens in Akko, Kabore place provides accommodation with amenities such as free WiFi and a flat-screen TV. This apartment is 400 m from Madatech - The national …Read more",180.0,8.7,9.2,8.6,9.2,84.7
Jerusalem Gardens Hotel,"4 Zeev Vilnay Street, Kiryat Moshe, Jerusalem",4 Zeev Vilnay Street,Jerusalem,"With views over the city, Jerusalem Gardens Hotel offers air-conditioned accommodation with free Wi-Fi and a balcony. The restaurant serves international cuisine.The rooms and suites are equipped with a cable TV, minibar and a tea-and-coffee …Read more",444.0,6.6,8.8,9.3,9.2,53.8
Mike's House Jerusalem,"Abba Hilkiya Street 7, Jerusalem",Abba Hilkiya Street 7,Jerusalem,"Mikes House Jerusalem features a garden, shared lounge, a terrace and bar in Jerusalem. Among the facilities at this property are a business centre and a concierge service, along with free WiFi throughout the property. The accommodation offers …Read more",401.0,9.2,9.3,8.9,9.5,53.8
מתחם אירוח אוליאה - Olea,"18 HaTmarim Street, Rosh Pinna",18 HaTmarim Street,Rosh Pinna,"Located in Rosh Pinna, 6.8 km from Israel Bible Museum, מתחם אירוח אוליאה - Olea provides accommodation with an outdoor swimming pool, free private parking and a garden. This 5-star hotel offers a 24-hour front desk and free WiFi. Certain rooms …Read more",646.0,9.6,8.9,9.2,9.7,122.0
צימר סבא רבא - Saba Raba B&B,"עין קנייא - רמת הגולן, Ein Kinya",עין קנייא - רמת הגולן,Ein Kinya,"צימר סבא רבא - Saba Raba B&B features mountain views, free WiFi and free private parking, located in Ein Kinya, 7 km from The Banias Waterfall.The bed and breakfast provides guests with a terrace, city views, a seating area, a flat-screen TV, …Read more",450.0,9.1,9.4,9.0,9.7,
Villa Carmel Boutique Hotel,"1 Heinrich Heine St. (Off 30 Moriah Blvd), Haifa",1 Heinrich Heine St. (Off 30 Moriah Blvd),Haifa,"Villa Carmel is located in Haifa’s prestigious Carmel district, near the Louis Promenade and the Baha’i Gardens. Rooms offer luxurious Egyptian linen and free Wi-Fi, available throughout.Villa Carmel Boutique Hotel has just 14 beautifully designed …Read more",487.0,7.5,7.1,8.6,7.7,84.7
FAVORITE COMFORT,"94 Derech HaMeshahrerim 8, Beer Sheva",94 Derech HaMeshahrerim 8,Beer Sheva,"Ideally situated in a central area of Beer Sheva, FAVORITE COMFORT is a recently renovated apartment, providing free WiFi and parking on-site. The property features city views. The property is non-smoking and is located 3.8 km from Ben Gurion …Read more",251.0,7.9,8.7,7.9,8.1,
Luna BaNeguev,"Nakhal Tsin Street 68, Yeroẖam",Nakhal Tsin Street 68,Yeroham,"Featuring a garden and barbecue facilities, Luna BaNeguev features accommodation in Yeroẖam with free WiFi and garden views. Boasting free private parking, the holiday home is in an area where guests can engage in activities such as hiking and …Read more",630.0,9.4,9.5,9.5,9.5,
Rena's House,"3 Simtat Beit HaBad, Tel Aviv",3 Simtat Beit HaBad,Tel Aviv,"Set in Tel Aviv, near Rothschild Ave, Florentin, Neve Tsedek and Jaffa, Renas House features accommodation with seating area and a fully equipped kitchen. Complimentary WiFi is provided.Each unit features air conditioning and a private bathroom …Read more",513.0,8.8,8.8,9.3,8.9,0.0
Yitshak Sadeh St. Apartment,"רחוב יצחק שדה, Akko",רחוב יצחק שדה,Akko,"Boasting garden views, Yitshak Sadeh St. Apartment features accommodation with a garden and a balcony, around 1.5 km from The Bahá’í Gardens in Akko. Both free WiFi and parking on-site are accessible at the apartment free of charge. Train Station …Read more",350.0,8.9,8.9,8.3,9.2,
Dudger apartment,"Derech atzmaot 27, Bet Shemuel",Derech atzmaot 27,Bet Shemuel,"Located in Bet Shemuel, 13 km from The Cameri Theatre and 14 km from Independence Hall Museum, Dudger apartment offers air conditioning. It is set 14 km from Tel Aviv Museum of Art and offers a lift. Private parking can be arranged at an extra …Read more",416.0,10.0,10.0,10.0,10.0,
Great apartment in good place,"הציפורנים, Bat Yam",הציפורנים,Bat Yam,"Set 2.6 km from Marina Beach, 2.9 km from Hasela Beach and 2.9 km from Bat Yam Jerusalem Beach, Great apartment in good place offers accommodation situated in Bat Yam. Guests staying at this apartment have access to free WiFi and a fully equipped …Read more",306.0,8.7,8.8,9.3,9.2,6.9
Helen's Zimmer,"HaOranim st., Amirim",HaOranim st.,Amirim,"Set in Amirim in the North District Israel region, Helens Zimmer offers accommodation with free WiFi and free private parking, as well as access to a hot tub. Situated 19 km from Artist Colony, the property provides a garden. The property has …Read more",600.0,8.0,8.4,9.1,8.3,114.3
Victoria Hotel,"Al Masoudi St. 8, Jerusalem",Al Masoudi St. 8,Jerusalem,"Just 10 minutes walk from the Damascus Gate to the Old City, Victoria Hotel is 500 m from Jerusalems Rockefeller Museum. It offers air-conditioned rooms with satellite TV and free Wi-Fi.Breakfast is buffet style at Hotel Victoria, while the …Read more",454.0,7.7,8.0,8.9,7.7,53.8
דירה יפה סגנון מודרני מרחק של 5 דקות נסיעה מהים,"9 חובבי ציון 8, Ashkelon",9 חובבי ציון 8,Ashkelon,"Set 3 km from Delilah Beach, 40 km from Weizmann Institute of Science and 46 km from Superland, דירה יפה סגנון מודרני מרחק של 5 דקות נסיעה מהים offers accommodation situated in Ashkelon. The accommodation is 2.1 km from the Ashkelon National Park …Read more",399.0,9.7,9.8,9.3,10.0,50.3
Attic Ben Gurion 42,"42 Sderot Ben Gurion, Haifa",42 Sderot Ben Gurion,Haifa,"Situated in Haifa, 2.2 km from The Quiet Beach and 2.7 km from Bat Galim Beach, Attic Ben Gurion 42 features accommodation with free WiFi in a historic building. This recently renovated apartment is located 2.7 km from Haifa’s Municipal Theater …Read more",399.0,9.1,9.7,9.8,9.5,84.7
Oak Shade,"Bet Leẖem HaGelilit, Bet Leẖem HaGelilit",Bet Leẖem HaGelilit,Bet Lehem HaGelilit,"Boasting a hot tub, Oak Shade is situated in Bet Leẖem HaGelilit. The air-conditioned accommodation is 24 km from Haifa’s Municipal Theater, and guests benefit from private parking available on site and free WiFi.The lodge has a cable flat-screen …Read more",750.0,8.6,8.5,9.0,9.3,
J-Tower Apartments,"105 Jaffa Street 7, Jerusalem",105 Jaffa Street 7,Jerusalem,"J-Tower Apartments provides accommodation within 600 m of the centre of Jerusalem, with free WiFi, and a kitchen with an oven, a microwave and a fridge. The property has city views and is 3.1 km from Garden of Gethsemane and 3.1 km from Church …Read more",450.0,8.9,8.4,9.8,8.7,53.8
Kibbutz Beit Alfa Guest House,"Ha-Yedidut St 3, Bet Alfa",Ha-Yedidut St 3,Bet Alfa,"A good location for a relaxing stay in Bet Alfa, Kibbutz Beit Alfa Guest House is a guest house surrounded by views of the garden. The property features pool with a view, garden and parking on-site among other facilities. There is a private entrance …Read more",465.0,8.2,8.3,8.8,8.3,
Leonardo Boutique Jerusalem,"3 Monbaz Street, Jerusalem",3 Monbaz Street,Jerusalem,"Leonardo Boutique Jerusalem is located in Jerusalem, 2 km from Dome of the Rock. Guests can enjoy the on-site bar and restaurant.Each room at this hotel is air conditioned and comes with a flat-screen TV. Some rooms feature a seating area where …Read more",1050.0,8.3,8.1,9.2,8.5,53.8
toptop1,"מגדל שמס majdal shams, Majdal Shams",מגדל שמס majdal shams,Majdal Shams,"Set in Majdal Shams, 17 km from The Banias Waterfall, toptop1 offers accommodation with a seasonal outdoor swimming pool, free private parking, a garden and a terrace. All rooms feature a kitchen and a private bathroom. All rooms are equipped …Read more",585.0,9.4,9.7,9.5,9.8,161.5
Dan Boutique Hotel Jerusalem,"31 Hebron Road, Jerusalem",31 Hebron Road,Jerusalem,"Just 200 m from Jerusalems First Station entertainment area, Dan Boutique Hotel offers spacious rooms with air conditioning. The hotel staff offer a personalised service and there is a large furnished terrace. Free Wi-Fi is available throughout …Read more",812.0,8.1,7.9,8.8,8.2,53.8
Natural Reserve Apartment,"הנוטרים 52 כניסה שמאלית (מדרגות), Zikhron Yaaqov",הנוטרים 52 כניסה שמאלית (מדרגות),Zikhron Yaaqov,"Located in Zikhron Yaaqov, 39 km from Haifa’s Municipal Theater and 30 km from Mount Carmel, Natural Reserve Apartment offers free WiFi, a garden and air conditioning. With mountain views, this accommodation provides a terrace.The kitchen is …Read more",750.0,9.4,9.1,9.6,9.8,
בין הר ובין ים,"ים המלח 1001/3, Ovnat",ים המלח 1001/3,Ovnat,"Featuring a garden, a shared lounge, and a terrace, בין הר ובין ים offers accommodation in Ovnat with free WiFi and sea views. This property offers access to a balcony and free private parking.The kitchen is fitted with a fridge, an oven and …Read more",648.0,9.5,9.4,9.4,9.7,
City Center Rooms,"Paulus ha-Shishi Street, Nazareth",Paulus ha-Shishi Street,Nazareth,"Set within 41 km of Haifa’s Municipal Theater and 42 km of The Bahá’í Gardens in Akko in Nazareth, City Center Rooms offers accommodation with a kitchenette. It is located less than 1 km from St. Gabriels Church and provides a shared kitchen. …Read more",374.0,8.4,8.5,9.4,8.8,84.6
Neve Bar Boutique Hotel,"21 Morag Street, Kannot",21 Morag Street,Kannot,"Situated in Kannot in the Center District Israel region, Neve Bar Boutique Hotel features accommodation with free WiFi and free private parking.Fitted with a terrace, the units offer air conditioning and feature a flat-screen TV and a private …Read more",716.0,7.7,8.3,8.3,8.3,31.0
Eyal Hotel by Smart Hotels,"Shamai 21, Jerusalem",Shamai 21,Jerusalem,"Located 100 m from the Zion Square in Jerusalem, Eyal Hotel is opened in 2014 and offers modernly furnished accommodation with free WiFi access. The Great Synagogue is 600 m away.All rooms are air-conditioned and comprise a minibar and a flat-screen …Read more",754.0,7.9,7.8,9.4,8.2,53.8
רוח מדבר - Desert wind,"כפר הסטודנטים - דימונה, Dimona",כפר הסטודנטים - דימונה,Dimona,"רוח מדבר - Desert wind is located in Dimona and offers an outdoor swimming pool, a terrace and barbecue facilities. The air-conditioned accommodation is 43 km from Ben Gurion University, and guests benefit from complimentary WiFi and private parking …Read more",545.0,9.0,9.1,8.9,9.3,114.8
Sea view cozy apartment,"Shikmona Street, 4, Haifa",Shikmona Street,Haifa,"Sea view cozy apartment is a beachfront property situated in Haifa, 500 m from Bat Galim Beach and 1.5 km from The Quiet Beach. Featuring sea and quiet street views, this apartment also comes with free WiFi. The property is non-smoking and is …Read more",316.0,9.0,8.6,9.6,9.5,84.7
Apartment Oskar Beach,"Оскар Шиндлер 20 8 этаж 4, Bat Yam",Оскар Шиндлер 20 8 этаж 4,Bat Yam,"Set in Bat Yam, 400 m from Bat Yam Jerusalem Beach, Apartment Oskar Beach offers beachfront accommodation and various facilities, such as a garden. There is a private entrance at the apartment for the convenience of those who stay. The accommodation …Read more",500.0,7.2,8.8,9.3,9.2,6.9
White Villa Tel Aviv Hotel,"Ben Zion 25, Tel Aviv",Ben Zion 25,Tel Aviv,"Located a 5-minute walk from Dizengoff Center, White Villa Tel Aviv Hotel is situated in the Tel Aviv City-Centre district of Tel Aviv. 400 m from Meir Park, the property is also 600 m away from Shenkin Street. Dizengoff Square is an 8-minute …Read more",950.0,8.9,8.4,9.7,9.3,0.0
Shtarkman Erna Boutique Hotel Nahariya,"29 Jabotinsky Street, Nahariyya",29 Jabotinsky Street,Nahariyya,"A 5-minute walk from sandy beaches, the Shtarkman Erna is set in a quiet yet central area of Nahariya, 500 m from Gaaton Boulevard. This family-run hotel offers elegant, air-conditioned rooms with free Wi-Fi.Shtarkman Erna Boutique Hotel dates …Read more",837.0,9.2,8.6,9.1,9.5,
Shenkin Hotel,"Brener 21, Tel Aviv",Brener 21,Tel Aviv,"With a central location in Tel Aviv, Shenkin Hotel is right next to the Shenkin Street, Carmel Market and Nachalat Binyamin pedestrian area. It offers a roof terrace with sun loungers and a shower and modern rooms with free Wi-Fi.Rooms at Hotel …Read more",592.0,8.5,8.2,9.4,8.8,0.0
Central Hotel,"38 Ben Yehuda st, Tel Aviv",38 Ben Yehuda st,Tel Aviv,"Located less than a 3-minute walk from Bugrashov beach in Tel Aviv, Central Hotel has a spacious furnished courtyard. Rooms come with a 32-inch LCD TV, and some also have courtyard views. Free Wi-Fi is available throughout.Each air-conditioned …Read more",338.0,5.8,8.8,9.3,9.2,0.0
Chic apartments next to the sea,"Ашер-стрит 9, Qiryat Yam",Ашер-стрит 9,Qiryat Yam,"Set in Qiryat Yam, 1.7 km from Kiryat Haim Beach and 12 km from Haifa’s Municipal Theater, Chic apartments next to the sea offers free WiFi and air conditioning. This apartment is 14 km from The Bahá’í Gardens in Akko and 14 km from Madatech …Read more",351.0,9.0,10.0,7.5,10.0,
Paamonim Hotel Jerusalem,"4 King George street, Jerusalem",4 King George street,Jerusalem,"Located in the Downtown Triangle and a 12-minute walk from the Old City, Paamonim Hotel Jerusalem offers air-conditioned rooms in central Jerusalem. Free WiFi is available.With city views, the units come with a flat-screen TV. The private bathrooms …Read more",700.0,8.0,8.0,9.4,8.1,53.8
Shavit Simple room,"arbel israel, Arbel",arbel israel,Arbel,"Located in Arbel, 10 km from Tomb of Maimonides, Shavit Simple room provides accommodation with a garden, free private parking and a terrace. Located around 10 km from The Scots Church, the guest house with free WiFi is also 10 km away from Marina. …Read more",385.0,9.0,8.8,8.8,8.6,104.8
